code,name,enname,pct_chg_exact,limit_up_count,up_count,up_true_count,limit_up_used,open,high,low,close,pre_close,change,amplitude,vol,amount,sector,turnover_rate,volume_ratio,ma_3,pct_chg_3,ma_5,pct_chg_5,ma_10,pct_chg_10
600846,同济科技,"Shanghai Tongji Science&Technology Industrial Co.,Ltd",0.24,0,1,0,False,8.44,8.54,8.3,8.46,8.44,0.02,2.84,85001.28,71587.595,SH,1.3605,0.81,8.49,-1.51,8.54,1.81,8.45,0.95
600847,万里股份,"Chongqing Wanli New Energy Co., Ltd.",0.2,0,1,0,False,10.11,10.23,9.93,10.16,10.14,0.02,2.96,2479.85,2515.797,SH,0.1618,0.36,10.17,-2.31,10.33,-1.17,10.26,-1.84
600851,海欣股份,"Shanghai Haixin Group Co.,Ltd.",3.81,0,1,0,False,7.05,7.38,6.97,7.36,7.09,0.27,5.78,40015.31,29017.206,SH,0.5421,1.84,7.18,3.66,7.17,2.08,7.2,1.1
600854,春兰股份,"Jiangsu Chunlan Refrigerating Equipment Stock Co.,Ltd.",0.82,0,1,2,False,3.66,3.68,3.62,3.67,3.64,0.03,1.65,13539.45,4934.849,SH,0.2606,1.18,3.66,0.0,3.66,1.66,3.64,1.66
600857,宁波中百,"Ningbo Zhongbai Co., Ltd",0.66,0,1,1,False,9.17,9.23,9.12,9.2,9.14,0.06,1.2,2536.38,2331.719,SH,0.1131,0.55,9.2,-0.11,9.2,0.22,9.22,-0.11
600859,王府井,"Wangfujing Group Co., Ltd.",1.34,0,1,2,False,12.78,12.9,12.69,12.9,12.73,0.17,1.65,31666.76,40650.889,SH,0.5568,1.14,12.8,1.02,12.79,2.54,12.74,1.02
600863,内蒙华电,Inner Mongolia Mengdian Huaneng Thermal Power Corporation Limited,2.38,0,1,0,False,2.52,2.59,2.51,2.58,2.52,0.06,3.17,181223.83,46450.642,SH,0.312,1.11,2.55,2.38,2.55,0.39,2.56,-3.01
600864,哈投股份,"Harbin Hatou Investment Co.,Ltd",0.16,0,1,0,False,6.36,6.41,6.31,6.38,6.37,0.01,1.57,127562.1,81153.573,SH,0.6131,0.89,6.39,-0.62,6.43,-1.39,6.44,-0.78
600867,通化东宝,"Tonghua Dongbao Pharmaceutical Co.,Ltd.",2.59,0,1,0,False,14.62,15.36,14.41,15.06,14.68,0.38,6.47,226430.7,336964.61,SH,1.1132,1.74,14.85,0.4,14.92,2.31,14.84,0.47
600873,梅花生物,"Meihua Holdings Group Co.,Ltd",0.74,0,1,0,False,4.07,4.11,4.06,4.1,4.07,0.03,1.23,101840.35,41595.462,SH,0.3306,0.81,4.08,0.49,4.1,-1.2,4.13,-1.68
600874,创业环保,Tianjin Capital Environmental Protection Group Company Limited,1.16,0,1,0,False,6.86,7.0,6.85,6.96,6.88,0.08,2.18,27223.15,18875.577,SH,0.2504,1.58,6.91,1.16,6.91,1.16,6.9,1.31
600876,洛阳玻璃,Luoyang Glass Company Limited,2.4,0,1,2,False,12.11,12.54,11.82,12.37,12.08,0.29,5.96,79558.37,97198.58,SH,2.8434,0.87,12.35,-0.88,12.51,-5.93,12.81,4.39
600881,亚泰集团,"Jilin Yatai (Group) Co.,Ltd.",2.04,0,1,0,False,2.93,3.01,2.93,3.0,2.94,0.06,2.72,105826.67,31614.903,SH,0.3283,2.1,2.97,1.69,2.97,2.04,2.96,1.35
600883,博闻科技,"Yunnan Bowin Technology Industry Co.,Ltd",3.36,0,1,0,False,5.95,6.18,5.91,6.16,5.96,0.2,4.53,34554.33,21069.743,SH,1.4636,2.63,6.04,3.01,6.04,3.88,6.04,0.82
600887,伊利股份,"Inner Mongolia Yili Industrial Group Co.,Ltd.",0.45,0,1,1,False,29.05,29.17,28.7,29.14,29.01,0.13,1.62,328469.52,951069.525,SH,0.5421,0.83,29.1,-0.92,29.3,0.48,29.2,0.48
600888,新疆众和,"Xinjiang Joinworld Co.,Ltd.",2.97,0,1,0,False,4.38,4.56,4.37,4.51,4.38,0.13,4.34,68017.72,30467.86,SH,0.8093,1.69,4.43,4.64,4.39,7.13,4.31,5.37
600892,大晟文化,"Dasheng Times Cultural Investment Co.,Ltd.",2.4,0,1,1,False,5.44,5.76,5.4,5.54,5.41,0.13,6.65,87393.0,48117.622,SH,1.6173,1.41,5.47,1.84,5.48,3.36,5.44,2.78
600895,张江高科,"Shanghai Zhangjiang Hi-Tech Park Development Co.,Ltd",0.21,0,1,0,False,14.3,14.43,14.27,14.37,14.34,0.03,1.12,33596.35,48204.742,SH,0.2169,0.64,14.39,-1.3,14.48,-0.76,14.67,-5.58
600897,厦门空港,"Xiamen International Airport Co., Ltd",0.57,0,1,0,False,20.87,21.06,20.73,21.01,20.89,0.12,1.58,7777.14,16264.553,SH,0.2611,1.12,20.98,0.86,20.91,1.89,20.76,1.16
600900,长江电力,"China Yangtze Power Co., Ltd.",1.4,0,1,1,False,17.91,18.19,17.88,18.15,17.9,0.25,1.73,168638.23,305094.43,SH,0.0767,1.21,18.02,0.17,18.05,0.44,18.02,0.83
600901,江苏租赁,"Jiangsu Financial Leasing Co., Ltd.",0.68,0,1,0,False,5.82,5.9,5.82,5.9,5.86,0.04,1.37,49927.97,29292.652,SH,0.2743,0.82,5.89,-0.51,5.92,0.0,5.92,0.0
600903,贵州燃气,Guizhou Gas Group Corporation Ltd.,3.86,0,1,1,False,14.89,15.45,14.71,15.32,14.75,0.57,5.02,218740.22,333431.749,SH,3.4626,1.38,15.08,-1.03,15.21,0.2,15.35,-3.22
600908,无锡银行,"Wuxi Rural Commercial Bank Co.,Ltd",0.95,0,1,1,False,5.28,5.33,5.24,5.32,5.27,0.05,1.71,81498.79,43129.683,SH,0.4803,1.26,5.3,0.19,5.31,-0.19,5.31,-0.56
600909,华安证券,"Huaan Securities Co.,Ltd.",0.17,0,1,0,False,5.93,5.97,5.9,5.96,5.95,0.01,1.18,69815.09,41477.23,SH,0.2584,0.8,5.96,0.17,5.97,-0.5,5.99,-2.61
600917,重庆燃气,Chongqing Gas Group Corporation Ltd.,1.42,0,1,2,False,7.1,7.27,7.08,7.16,7.06,0.1,2.69,42005.59,30124.115,SH,0.27,0.91,7.13,-1.78,7.2,-1.1,7.29,-4.91
600919,江苏银行,"Bank of Jiangsu Co.,Ltd.",1.3,0,1,0,False,6.93,7.02,6.93,7.02,6.93,0.09,1.3,380026.15,265711.608,SH,0.3332,0.91,6.96,0.57,6.97,-0.14,7.02,-1.13
600926,杭州银行,"Bank of Hangzhou Co., Ltd.",1.26,0,1,1,False,8.74,8.88,8.73,8.83,8.72,0.11,1.72,161506.94,142395.746,SH,0.3822,0.84,8.79,0.11,8.84,-2.65,8.94,-2.97
600929,湖南盐业,"Hunan Salt Industry Co.,Ltd.",0.46,0,1,0,False,6.54,6.61,6.5,6.57,6.54,0.03,1.68,25085.51,16443.214,SH,0.7436,0.69,6.57,2.34,6.53,2.5,6.5,1.08
600933,爱柯迪,"Ikd Co., Ltd.",0.53,0,1,2,False,11.51,11.6,11.3,11.45,11.39,0.06,2.63,24792.96,28441.514,SH,0.9281,0.68,11.58,-3.29,11.69,0.44,11.59,-0.26
600936,广西广电,Guangxi Radio and Television Information Network Corporation Limited,0.57,0,1,1,False,3.55,3.56,3.49,3.55,3.53,0.02,1.98,24295.08,8566.706,SH,0.1454,0.9,3.55,0.28,3.55,2.01,3.53,-1.11
600959,江苏有线,Jiangsu Broadcasting Cable Information Network Corporation Limited,0.26,0,1,0,False,3.89,3.92,3.87,3.9,3.89,0.01,1.29,76230.9,29675.911,SH,0.1962,0.94,3.9,0.52,3.9,1.04,3.88,1.04
600960,渤海汽车,"Bohai Automotive Systems CO.,LTD.",1.64,0,1,0,False,3.03,3.09,3.03,3.09,3.04,0.05,1.97,34747.9,10650.056,SH,0.5109,0.88,3.06,3.69,3.03,4.75,3.02,1.64
600961,株冶集团,"Zhuzhou Smelter Group Co.,Ltd.",0.12,0,1,5,False,8.55,8.73,8.55,8.55,8.54,0.01,2.11,8344.15,7207.701,SH,0.1582,1.2,8.58,-1.95,8.65,-0.81,8.65,-3.06
600962,国投中鲁,"SDIC Zhonglu Fruit Juice Co., Ltd.",0.13,0,1,0,False,7.36,7.5,7.31,7.42,7.41,0.01,2.56,15342.9,11358.313,SH,0.604,1.22,7.42,-0.54,7.45,-0.8,7.54,-1.07
600963,岳阳林纸,"Yueyang Forest & Paper Co., Ltd.",1.2,0,1,2,False,4.18,4.23,4.17,4.22,4.17,0.05,1.44,44585.2,18754.356,SH,0.4274,1.18,4.2,0.96,4.2,1.2,4.19,0.96
600965,福成股份,"Fortune Ng Fung Food (Hebei) Co.,Ltd",0.43,0,1,1,False,6.97,7.05,6.85,6.96,6.93,0.03,2.89,19569.22,13636.074,SH,0.239,0.88,6.96,-2.52,6.99,2.35,6.93,-1.14
600967,内蒙一机,"Inner Mongolia First Machinery GroupCo.,Ltd.",0.2,0,1,1,False,10.16,10.18,10.09,10.15,10.13,0.02,0.89,52711.56,53449.421,SH,0.5488,0.98,10.16,-0.49,10.2,-0.59,10.23,-0.49
600969,郴电国际,"Hunan Chendian International Developmentco.,ltd",2.08,0,1,0,False,6.25,6.38,6.23,6.38,6.25,0.13,2.4,29226.6,18447.434,SH,0.7898,2.08,6.3,0.95,6.32,1.75,6.29,0.79
600976,健民集团,"Jianmin Pharmaceutical Group Co., Ltd.",8.39,0,1,1,False,16.2,17.45,16.11,17.45,16.1,1.35,8.32,44871.89,76361.502,SH,2.9271,5.47,16.69,4.99,16.68,5.89,16.65,4.3
600978,宜华生活,"Yihua Lifestyle Technology Co., Ltd.",2.41,0,1,0,False,2.9,2.99,2.89,2.98,2.91,0.07,3.44,156180.62,45993.243,SH,1.0532,1.02,2.94,1.02,2.97,-1.65,3.0,-3.25
600981,汇鸿集团,Jiangsu High Hope International Group Corporation,0.28,0,1,3,False,3.63,3.66,3.59,3.63,3.62,0.01,1.93,28115.5,10190.052,SH,0.3847,0.72,3.63,2.83,3.6,3.71,3.58,3.71
600982,宁波热电,"Ningbo Thermal Power Co.,Ltd",1.37,0,1,0,False,2.92,2.96,2.91,2.96,2.92,0.04,1.71,17475.56,5128.614,SH,0.234,1.27,2.94,1.37,2.93,2.42,2.92,1.37
600987,航民股份,"Zhejiang Hangmin Co.,Ltd",0.17,0,1,1,False,6.06,6.09,6.02,6.06,6.05,0.01,1.16,30508.51,18456.77,SH,0.3312,1.04,6.06,-0.16,6.07,-0.16,6.1,-1.94
600992,贵绳股份,"Guizhou Wire Rope Co., Ltd",1.08,0,1,1,False,6.47,6.59,6.46,6.53,6.46,0.07,2.01,13743.0,8975.536,SH,0.5607,2.02,6.49,1.24,6.49,1.4,6.48,-0.46
600999,招商证券,"China Merchants Securities Co., Ltd",0.74,0,1,0,False,16.25,16.43,16.25,16.4,16.28,0.12,1.11,74676.59,122341.742,SH,0.1306,0.81,16.32,1.11,16.33,-0.24,16.32,1.67
601002,晋亿实业,"Gem-Year Industrial Co.,Ltd.",2.15,0,1,0,False,5.57,5.7,5.56,5.69,5.57,0.12,2.51,68518.31,38728.095,SH,0.8644,2.11,5.62,2.52,5.59,3.27,5.56,2.15
601009,南京银行,"Bank of Nanjing Co.,Ltd.",0.84,0,1,2,False,8.4,8.51,8.39,8.43,8.36,0.07,1.44,339836.5,286782.273,SH,0.4006,1.05,8.39,0.36,8.43,-2.32,8.54,-1.75
601010,文峰股份,Wenfeng Great World Chain Development Corporation,1.02,0,1,1,False,2.96,2.99,2.94,2.98,2.95,0.03,1.69,22344.0,6636.691,SH,0.1209,1.08,2.96,1.02,2.96,1.02,2.97,-1.0
601011,宝泰隆,"Baotailong New Materials Co.,Ltd",5.52,0,1,2,False,4.19,4.48,4.19,4.4,4.17,0.23,6.95,519507.71,225091.987,SH,3.2372,3.82,4.25,4.27,4.24,3.77,4.22,8.11
601016,节能风电,CECEP Wind-Power Corporation,1.3,0,1,0,False,2.3,2.35,2.29,2.34,2.31,0.03,2.6,198671.72,46101.307,SH,0.4781,1.76,2.32,2.18,2.32,2.18,2.31,1.74
601019,山东出版,"Shandong Publishing&Media Co.,Ltd",0.6,0,1,0,False,6.72,6.76,6.67,6.76,6.72,0.04,1.34,20656.0,13888.673,SH,0.4839,0.83,6.77,1.35,6.74,2.27,6.69,1.05
601020,华钰矿业,"Tibet Huayu Mining Co.,Ltd.",4.11,0,1,0,False,8.48,8.87,8.43,8.86,8.51,0.35,5.17,87673.64,76267.676,SH,1.6768,2.45,8.64,2.43,8.65,3.87,8.57,5.6
601077,渝农商行,"Chongqing Rural Commercial Bank Co.,Ltd.",1.31,0,1,2,False,6.9,7.02,6.88,6.98,6.89,0.09,2.03,584947.18,406964.233,SH,5.3164,1.18,6.93,0.43,6.95,0.58,6.98,-2.92
601086,国芳集团,Gansu Guofang Industry & Trade Group Limited by Share Ltd.,1.12,0,1,0,False,4.48,4.55,4.44,4.53,4.48,0.05,2.46,14908.75,6711.754,SH,0.8981,0.95,4.51,-0.22,4.53,1.12,4.53,-0.88
601098,中南传媒,"China South Publishing & Media Group Co., Ltd",1.53,0,1,2,False,11.79,11.97,11.66,11.93,11.75,0.18,2.64,40578.0,48128.991,SH,0.2259,1.01,11.83,1.02,11.81,4.47,11.62,3.11
601106,中国一重,China First Heavy Industries,2.15,0,1,0,False,2.79,2.85,2.78,2.85,2.79,0.06,2.51,160285.6,45281.587,SH,0.2452,2.01,2.81,2.89,2.8,2.89,2.79,1.79
601107,四川成渝,Sichuan Expressway Company Limited,1.05,0,1,0,False,3.8,3.86,3.78,3.85,3.81,0.04,2.1,58301.69,22345.077,SH,0.2696,0.94,3.83,1.58,3.82,2.12,3.77,3.22
601108,财通证券,"Caitong Securities Co.,Ltd.",0.32,0,1,0,False,9.51,9.57,9.45,9.54,9.51,0.03,1.26,177172.79,168584.016,SH,0.7362,0.69,9.55,-0.83,9.59,0.53,9.56,-1.45
601111,中国国航,Air China Limited,5.03,0,1,0,False,8.33,8.78,8.31,8.77,8.35,0.42,5.63,557021.35,479404.962,SH,0.5895,2.43,8.51,4.78,8.47,4.16,8.47,2.69
601117,中国化学,"China National Chemical Engineering Co., Ltd.",2.77,0,1,0,False,6.13,6.32,6.11,6.3,6.13,0.17,3.43,321356.91,201061.322,SH,0.6514,1.8,6.2,2.44,6.2,1.12,6.2,3.62
601118,海南橡胶,"China Hainan Rubber Industry Group Co., Ltd.",2.36,0,1,2,False,4.71,4.83,4.71,4.78,4.67,0.11,2.57,321713.84,153700.759,SH,0.7518,1.42,4.73,0.42,4.71,4.14,4.65,8.39
601128,常熟银行,"Jiangsu Changshu Rural Commercial Bank Co.,Ltd.",2.19,0,1,1,False,8.23,8.48,8.16,8.4,8.22,0.18,3.89,229835.34,192191.864,SH,0.8925,1.09,8.31,-0.24,8.39,-2.55,8.48,-2.44
601155,新城控股,"Seazen Holdings Co.,Ltd",1.36,0,1,2,False,31.7,32.35,31.51,31.98,31.55,0.43,2.66,126374.18,403024.184,SH,0.5627,1.06,31.7,-0.22,32.02,-1.6,32.28,-3.06
601158,重庆水务,"Chongqing Water Group Co.,Ltd.",1.45,0,1,1,False,5.53,5.59,5.51,5.59,5.51,0.08,1.45,17107.18,9503.286,SH,0.0356,0.78,5.55,0.18,5.56,0.36,5.58,-0.71
601163,三角轮胎,"Triangle Tyre Co.,Ltd",3.41,0,1,0,False,13.76,14.25,13.66,14.25,13.78,0.47,4.28,52691.74,73787.161,SH,0.6586,1.36,14.05,2.3,14.01,3.19,13.9,1.57
601166,兴业银行,"Industrial Bank Co.,Ltd.",1.26,0,1,2,False,19.2,19.37,19.13,19.31,19.07,0.24,1.26,384906.26,742560.757,SH,0.202,0.68,19.17,0.78,19.3,-3.11,19.44,-1.88
601168,西部矿业,"Western Mining Co.,Ltd",2.04,0,1,1,False,5.4,5.53,5.4,5.5,5.39,0.11,2.41,151526.8,83059.082,SH,0.6359,1.85,5.43,3.0,5.4,3.38,5.37,2.23
601169,北京银行,"Bank of Beijing Co., Ltd.",1.08,0,1,0,False,5.55,5.63,5.54,5.61,5.55,0.06,1.62,387046.36,216710.04,SH,0.2121,1.34,5.57,1.26,5.57,0.0,5.58,0.9
601188,龙江交通,"Heilongjiang Transport Development Co.,Ltd",1.02,0,1,0,False,2.93,2.96,2.91,2.96,2.93,0.03,1.71,33040.99,9709.076,SH,0.2511,1.84,2.94,1.02,2.94,1.72,2.93,0.68
601198,东兴证券,Dongxing Securities Company Limited,0.75,0,1,0,False,10.6,10.71,10.57,10.69,10.61,0.08,1.32,59809.53,63661.565,SH,0.2169,0.85,10.67,0.28,10.69,0.09,10.67,-0.28
601199,江南水务,"Jiangsu Jiangnan Water Co.,Ltd.",0.82,0,1,0,False,3.64,3.68,3.63,3.68,3.65,0.03,1.37,14896.33,5449.254,SH,0.1593,1.49,3.66,1.66,3.65,1.66,3.64,0.82
601200,上海环境,"Shanghai Environment Group Co., Ltd.",1.12,0,1,0,False,10.66,10.87,10.61,10.79,10.67,0.12,2.44,42340.72,45580.045,SH,0.4844,0.97,10.76,-1.82,10.89,-2.09,10.97,-3.05
601208,东材科技,"Sichuan Em Technology Co.,Ltd.",1.55,0,1,0,False,4.5,4.59,4.5,4.59,4.52,0.07,1.99,17265.24,7861.269,SH,0.2755,0.6,4.56,0.44,4.57,1.1,4.53,2.46
601211,国泰君安,"Guotai Junan Securities Co., Ltd.",0.85,0,1,2,False,16.54,16.71,16.53,16.67,16.53,0.14,1.09,134850.16,224537.691,SH,0.1794,0.79,16.59,0.18,16.68,-1.3,16.77,-1.36
601216,君正集团,"Inner Mongolia Junzheng Energy & Chemical Group Co.,Ltd.",1.69,0,1,1,False,2.98,3.01,2.95,3.01,2.96,0.05,2.03,231300.82,69132.966,SH,0.2741,1.41,2.98,1.69,2.98,0.67,2.99,1.01
601222,林洋能源,"Jiangsu Linyang Energy Co., Ltd.",0.91,0,1,0,False,4.38,4.43,4.33,4.42,4.38,0.04,2.28,87385.0,38359.83,SH,0.4997,1.1,4.4,1.14,4.4,1.84,4.39,-0.67
601225,陕西煤业,Shaanxi Coal Industry Company Limited,4.1,0,1,0,False,8.28,8.67,8.28,8.63,8.29,0.34,4.7,412476.05,353081.466,SH,0.4125,3.09,8.41,4.48,8.35,6.67,8.26,5.37
601228,广州港,Guangzhou Port Company Limited,0.81,0,1,0,False,3.72,3.76,3.69,3.75,3.72,0.03,1.88,43648.05,16301.555,SH,0.3024,1.45,3.73,0.27,3.74,0.0,3.75,-0.27
601298,青岛港,"Qingdao Port International Co., Ltd.",1.7,0,1,0,False,6.45,6.59,6.44,6.58,6.47,0.11,2.32,92233.45,60222.742,SH,2.0299,1.47,6.51,0.92,6.53,0.61,6.61,-3.38
601318,中国平安,"Ping An Insurance (Group) Company of China, Ltd.",0.72,0,1,2,False,85.1,85.57,84.28,85.5,84.89,0.61,1.52,546527.22,4642913.865,SH,0.5045,1.1,85.58,-2.9,86.73,-3.62,87.45,-3.07
601319,中国人保,The People's Insurance Company (Group) of China Limited,0.59,0,1,0,False,6.79,6.88,6.73,6.83,6.79,0.04,2.21,575495.61,392162.644,SH,1.0274,0.42,6.83,-1.59,6.92,-4.61,7.42,-18.79
601326,秦港股份,"Qinhuangdao Port Co., Ltd.",0.32,0,1,0,False,3.07,3.12,3.06,3.1,3.09,0.01,1.94,48382.1,14954.416,SH,0.2926,1.28,3.09,0.32,3.1,0.32,3.09,0.65
601336,新华保险,New China Life Insurance Company Ltd.,1.52,0,1,2,False,45.5,46.15,45.37,46.15,45.46,0.69,1.72,108253.35,495915.813,SH,0.5191,1.04,45.7,0.65,45.88,0.02,46.38,-3.89
601339,百隆东方,"Bros Eastern Co.,Ltd",1.04,0,1,1,False,3.87,3.91,3.86,3.9,3.86,0.04,1.3,26156.0,10176.345,SH,0.1744,0.53,3.87,0.52,3.88,0.52,4.02,-7.14
601366,利群股份,"Liqun Commercial Group Co.,Ltd.",1.11,0,1,0,False,5.4,5.47,5.4,5.46,5.4,0.06,1.3,14273.0,7761.595,SH,0.3005,0.85,5.42,1.11,5.42,1.11,5.44,-0.18
601368,绿城水务,"Guangxi Nanning Waterworks Co.,Ltd.",0.89,0,1,0,False,5.64,5.69,5.63,5.69,5.64,0.05,1.06,5984.87,3393.645,SH,0.0813,1.12,5.66,0.89,5.65,1.61,5.65,0.18
601375,中原证券,"Central China Securities Co., Ltd.",0.64,0,1,1,False,4.73,4.75,4.66,4.75,4.72,0.03,1.91,77479.7,36469.41,SH,0.4298,1.02,4.74,-0.21,4.77,-1.66,4.79,-1.04
601388,怡球资源,Ye Chiu Metal Recycling ( China) Ltd.,3.89,0,1,0,False,1.79,1.88,1.79,1.87,1.8,0.07,5.0,319153.82,59018.381,SH,1.5758,2.06,1.83,6.25,1.8,6.25,1.78,6.86
601398,工商银行,Industrial and Commercial Bank of China Limited,2.1,0,1,1,False,5.72,5.85,5.71,5.83,5.71,0.12,2.45,1916305.2,1112388.234,SH,0.0711,1.88,5.76,0.52,5.78,0.17,5.79,1.04
601518,吉林高速,"Jilin Expressway Co.,Ltd.",1.19,0,1,0,False,2.53,2.56,2.5,2.56,2.53,0.03,2.37,20191.47,5124.649,SH,0.1664,1.52,2.54,1.99,2.53,2.4,2.53,0.39
601555,东吴证券,"Soochow Securities Co.,Ltd.",0.82,0,1,1,False,8.54,8.6,8.48,8.6,8.53,0.07,1.41,102793.68,88045.783,SH,0.3426,0.91,8.55,0.58,8.59,-0.81,8.6,-0.81
601566,九牧王,"Joeone Co.,Ltd",1.37,0,1,2,False,10.99,11.14,10.98,11.13,10.98,0.15,1.46,13863.19,15354.106,SH,0.2413,1.59,11.05,1.18,11.04,1.18,10.99,2.3
601577,长沙银行,"Bank of Changsha Co.,Ltd.",1.39,0,1,2,False,8.65,8.77,8.63,8.76,8.64,0.12,1.62,96845.5,84450.561,SH,0.973,1.46,8.69,0.0,8.74,-0.57,8.77,-1.24
601579,会稽山,"Kuaijishan Shaoxing Rice Wine Co., Ltd.",0.85,0,1,1,False,8.26,8.32,8.16,8.29,8.22,0.07,1.95,5933.48,4898.872,SH,0.1193,1.11,8.29,-0.36,8.31,-0.6,8.27,1.59
601588,北辰实业,Beijing North Star Company Limited,3.32,0,1,0,False,3.01,3.12,3.0,3.11,3.01,0.1,3.99,157909.87,48551.235,SH,0.5936,2.18,3.05,2.98,3.04,3.32,3.05,0.97
601598,中国外运,Sinotrans Limited,1.7,0,1,1,False,4.13,4.2,4.12,4.19,4.12,0.07,1.94,141486.2,58973.524,SH,1.0468,1.22,4.15,2.44,4.13,2.95,4.11,1.95
601601,中国太保,"China Pacific Insurance (Group) Co., Ltd.",1.25,0,1,0,False,34.45,35.0,34.2,34.93,34.5,0.43,2.32,145085.84,504066.762,SH,0.2308,0.84,34.69,0.69,34.87,-2.46,35.25,-3.85
601607,上海医药,"Shanghai Pharmaceuticals Holding Co.,Ltd",2.17,0,1,2,False,17.58,17.93,17.52,17.9,17.52,0.38,2.34,96272.17,171293.828,SH,0.5007,1.22,17.74,-0.83,17.91,-1.05,18.05,-2.51
601616,广电电气,"Shanghai Guangdian Electric Group Co., Ltd.",0.34,0,1,0,False,2.95,2.97,2.93,2.96,2.95,0.01,1.36,43662.4,12894.665,SH,0.4667,1.12,2.96,1.37,2.94,3.14,2.93,0.0
601619,嘉泽新能,Ningxia Jiaze Renewables Corporation Limited,1.06,0,1,0,False,3.78,3.82,3.74,3.82,3.78,0.04,2.12,43072.69,16343.01,SH,0.855,1.5,3.8,1.06,3.8,1.33,3.78,1.06
601628,中国人寿,China Life Insurance Company Limited,1.22,0,1,1,False,32.8,33.5,32.8,33.19,32.79,0.4,2.13,127363.56,422143.448,SH,0.0612,0.87,33.18,-4.08,33.84,-6.66,34.36,-5.98
601633,长城汽车,Great Wall Motor Company Limited,0.54,0,1,2,False,9.41,9.45,9.24,9.33,9.28,0.05,2.26,133310.09,124886.712,SH,0.2212,1.02,9.34,-1.37,9.41,-2.3,9.49,-2.71
601636,旗滨集团,"Zhuzhou Kibing Group Co.,Ltd",4.16,0,1,2,False,4.34,4.52,4.33,4.51,4.33,0.18,4.39,445298.6,199551.585,SH,1.6761,1.85,4.41,2.04,4.41,4.88,4.35,4.64
601677,明泰铝业,"Henan Mingtai Al.Industrial Co.,Ltd.",3.91,0,1,3,False,10.81,11.16,10.74,11.16,10.74,0.42,3.91,51960.24,57040.357,SH,0.9043,1.7,10.91,2.48,10.89,3.53,10.76,4.79
601688,华泰证券,"Huatai Securities Co.,Ltd.",1.48,0,1,1,False,16.95,17.15,16.8,17.15,16.9,0.25,2.07,538602.82,915937.859,SH,0.732,1.06,17.03,0.65,17.07,0.0,17.18,-2.5
601717,郑煤机,"Zhengzhou Coal Mining Machinery Group Co., Ltd",4.44,0,1,2,False,5.88,6.12,5.85,6.12,5.86,0.26,4.61,266060.52,160451.868,SH,1.7939,2.52,5.96,3.38,5.96,2.51,5.98,2.86
601777,力帆股份,"Lifan Industry (Group) Co.,Ltd",1.77,0,1,0,False,2.81,2.87,2.78,2.87,2.82,0.05,3.19,184300.26,52222.801,SH,1.4333,0.8,2.86,3.24,2.83,7.89,2.77,6.69
601788,光大证券,Everbright Securities Company Limited,0.45,0,1,0,False,11.1,11.18,11.0,11.15,11.1,0.05,1.62,75413.1,83751.078,SH,0.193,0.85,11.13,0.36,11.15,0.54,11.17,-0.8
601789,宁波建工,"Ningbo Construction Co., Ltd",0.82,0,1,0,False,3.68,3.72,3.64,3.71,3.68,0.03,2.17,45178.12,16675.679,SH,0.4629,0.64,3.69,0.27,3.71,-0.54,3.71,1.09
601818,光大银行,China Everbright Bank Company Limited,1.91,0,1,0,False,4.17,4.28,4.17,4.26,4.18,0.08,2.63,827870.82,351825.874,SH,0.208,1.05,4.22,0.95,4.24,-2.29,4.28,-1.84
601828,美凯龙,Red Star Macalline Group Corporation Ltd.,1.22,0,1,3,False,10.67,10.78,10.63,10.78,10.65,0.13,1.41,28319.0,30354.274,SH,0.7155,1.2,10.69,0.65,10.72,1.13,10.69,0.28
601838,成都银行,"Bank of Chengdu Co.,Ltd.",1.54,0,1,0,False,8.43,8.59,8.43,8.56,8.43,0.13,1.9,124393.98,106052.456,SH,0.6664,1.13,8.49,0.35,8.54,-0.81,8.58,-0.58
601857,中国石油,Petrochina Company Limited,1.78,0,1,0,False,5.6,5.72,5.6,5.71,5.61,0.1,2.14,863560.09,490519.13,SH,0.0533,1.33,5.64,3.44,5.6,3.44,5.58,0.71
601860,紫金银行,"Jiangsu Zijin Rural Commercial Bank Co.,Ltd",1.29,0,1,2,False,6.23,6.28,6.18,6.28,6.2,0.08,1.61,110197.59,68759.573,SH,3.0101,1.32,6.23,0.8,6.24,1.45,6.22,1.95
601872,招商轮船,"China Merchants Energy Shipping Co., Ltd.",5.54,0,1,1,False,6.24,6.55,6.22,6.48,6.14,0.34,5.37,834193.37,532782.955,SH,1.5741,1.32,6.31,8.36,6.17,8.72,5.93,18.68
601878,浙商证券,"Zheshang Securities Co.,Ltd.",0.59,0,1,0,False,8.4,8.51,8.37,8.48,8.43,0.05,1.66,104363.18,88145.694,SH,0.8636,0.95,8.45,0.36,8.48,-0.12,8.49,-1.05
601880,大连港,Dalian Port (PDA) Company Limited,0.99,0,1,0,False,2.02,2.05,2.01,2.04,2.02,0.02,1.98,199222.44,40549.511,SH,0.2575,1.78,2.03,0.99,2.03,1.49,2.01,2.51
601881,中国银河,"China Galaxy Securities Co.,Ltd.",1.37,0,1,1,False,10.23,10.34,10.17,10.33,10.19,0.14,1.67,141934.14,145734.623,SH,1.1553,0.7,10.27,-0.48,10.4,-3.73,10.54,-5.06
601886,江河集团,"Jangho Group Co., Ltd.",1.08,0,1,0,False,7.4,7.49,7.36,7.48,7.4,0.08,1.76,46357.0,34496.466,SH,0.4017,0.77,7.43,0.94,7.42,0.27,7.45,-0.27
